,player-1,player-2,player-3,player-4,avg
23336,LJ Tucker,HT Tector,PR Stirling,SC Getkate,0.0
23337,JB Little,HT Tector,PR Stirling,SC Getkate,0.0
23338,HT Tector,PR Stirling,EC Joyce,SC Getkate,0.0
23339,HT Tector,PR Stirling,JF Mooney,SC Getkate,0.0
23340,HT Tector,PR Stirling,JA McCollum,SC Getkate,0.0
23341,HT Tector,TJ Murtagh,PR Stirling,SC Getkate,0.0
23342,HT Tector,KJ O'Brien,PR Stirling,SC Getkate,0.0
23343,HT Tector,A Balbirnie,PR Stirling,SC Getkate,0.0
23344,HT Tector,C Campher,PR Stirling,SC Getkate,0.0
23345,HT Tector,AR Cusack,PR Stirling,SC Getkate,0.0
23346,HT Tector,PR Stirling,SW Poynter,SC Getkate,0.0
23347,HT Tector,PKD Chase,PR Stirling,SC Getkate,0.0
23348,HT Tector,PR Stirling,SP Terry,SC Getkate,0.0
23349,HT Tector,PR Stirling,WTS Porterfield,SC Getkate,0.0
23350,HT Tector,Simi Singh,PR Stirling,SC Getkate,0.0
23351,HT Tector,PR Stirling,J Cameron-Dow,SC Getkate,0.0
23352,HT Tector,PR Stirling,MR Adair,SC Getkate,0.0
23353,BJ McCarthy,HT Tector,CA Young,SC Getkate,0.0
23354,HT Tector,MC Sorensen,CA Young,SC Getkate,0.0
23355,GC Wilson,HT Tector,CA Young,SC Getkate,0.0
23356,LJ Tucker,HT Tector,CA Young,SC Getkate,0.0
23357,JB Little,HT Tector,CA Young,SC Getkate,0.0
23358,EC Joyce,HT Tector,CA Young,SC Getkate,0.0
23359,HT Tector,JF Mooney,CA Young,SC Getkate,0.0
23360,HT Tector,JA McCollum,CA Young,SC Getkate,0.0
23361,HT Tector,TJ Murtagh,CA Young,SC Getkate,0.0
23362,HT Tector,KJ O'Brien,CA Young,SC Getkate,0.0
23363,HT Tector,A Balbirnie,CA Young,SC Getkate,0.0
23364,HT Tector,C Campher,CA Young,SC Getkate,0.0
23365,HT Tector,AR Cusack,CA Young,SC Getkate,0.0
23366,HT Tector,SW Poynter,CA Young,SC Getkate,0.0
23367,HT Tector,PKD Chase,CA Young,SC Getkate,0.0
23368,HT Tector,SP Terry,CA Young,SC Getkate,0.0
23369,WTS Porterfield,HT Tector,CA Young,SC Getkate,0.0
23370,HT Tector,Simi Singh,CA Young,SC Getkate,0.0
23371,HT Tector,J Cameron-Dow,CA Young,SC Getkate,0.0
23372,HT Tector,MR Adair,CA Young,SC Getkate,0.0
23373,BJ McCarthy,HT Tector,MC Sorensen,SC Getkate,0.0
23374,BJ McCarthy,HT Tector,GC Wilson,SC Getkate,0.0
23375,BJ McCarthy,HT Tector,LJ Tucker,SC Getkate,0.0
23376,BJ McCarthy,HT Tector,JB Little,SC Getkate,0.0
23377,BJ McCarthy,HT Tector,EC Joyce,SC Getkate,0.0
23378,BJ McCarthy,HT Tector,JF Mooney,SC Getkate,0.0
23379,BJ McCarthy,HT Tector,JA McCollum,SC Getkate,0.0
23380,BJ McCarthy,HT Tector,TJ Murtagh,SC Getkate,0.0
23381,BJ McCarthy,HT Tector,KJ O'Brien,SC Getkate,0.0
23382,BJ McCarthy,HT Tector,A Balbirnie,SC Getkate,0.0
23383,BJ McCarthy,HT Tector,C Campher,SC Getkate,0.0
23384,BJ McCarthy,HT Tector,AR Cusack,SC Getkate,0.0
23385,BJ McCarthy,HT Tector,SW Poynter,SC Getkate,0.0
23386,BJ McCarthy,HT Tector,PKD Chase,SC Getkate,0.0
23387,BJ McCarthy,HT Tector,SP Terry,SC Getkate,0.0
23388,BJ McCarthy,HT Tector,WTS Porterfield,SC Getkate,0.0
23389,BJ McCarthy,HT Tector,Simi Singh,SC Getkate,0.0
23390,BJ McCarthy,HT Tector,J Cameron-Dow,SC Getkate,0.0
23391,BJ McCarthy,HT Tector,MR Adair,SC Getkate,0.0
23392,GC Wilson,HT Tector,MC Sorensen,SC Getkate,0.0
23393,LJ Tucker,HT Tector,MC Sorensen,SC Getkate,0.0
23394,JB Little,HT Tector,MC Sorensen,SC Getkate,0.0
23395,HT Tector,MC Sorensen,EC Joyce,SC Getkate,0.0
23396,HT Tector,MC Sorensen,JF Mooney,SC Getkate,0.0
23397,HT Tector,MC Sorensen,JA McCollum,SC Getkate,0.0
23398,HT Tector,MC Sorensen,TJ Murtagh,SC Getkate,0.0
23399,KJ O'Brien,HT Tector,MC Sorensen,SC Getkate,0.0
23400,HT Tector,MC Sorensen,A Balbirnie,SC Getkate,0.0
23401,HT Tector,C Campher,MC Sorensen,SC Getkate,0.0
23402,HT Tector,AR Cusack,MC Sorensen,SC Getkate,0.0
23403,HT Tector,MC Sorensen,SW Poynter,SC Getkate,0.0
23404,HT Tector,PKD Chase,MC Sorensen,SC Getkate,0.0
23405,HT Tector,MC Sorensen,SP Terry,SC Getkate,0.0
23406,HT Tector,MC Sorensen,WTS Porterfield,SC Getkate,0.0
23407,HT Tector,MC Sorensen,Simi Singh,SC Getkate,0.0
23408,HT Tector,MC Sorensen,J Cameron-Dow,SC Getkate,0.0
23409,HT Tector,MC Sorensen,MR Adair,SC Getkate,0.0
23410,GC Wilson,HT Tector,LJ Tucker,SC Getkate,0.0
23411,GC Wilson,HT Tector,JB Little,SC Getkate,0.0
23412,GC Wilson,HT Tector,EC Joyce,SC Getkate,0.0
23413,GC Wilson,HT Tector,JF Mooney,SC Getkate,0.0
23414,GC Wilson,HT Tector,JA McCollum,SC Getkate,0.0
23415,GC Wilson,HT Tector,TJ Murtagh,SC Getkate,0.0
23416,GC Wilson,HT Tector,KJ O'Brien,SC Getkate,0.0
23417,GC Wilson,HT Tector,A Balbirnie,SC Getkate,0.0
23418,GC Wilson,HT Tector,C Campher,SC Getkate,0.0
23419,GC Wilson,HT Tector,AR Cusack,SC Getkate,0.0
23420,GC Wilson,HT Tector,SW Poynter,SC Getkate,0.0
23421,GC Wilson,HT Tector,PKD Chase,SC Getkate,0.0
23422,GC Wilson,HT Tector,SP Terry,SC Getkate,0.0
23423,GC Wilson,HT Tector,WTS Porterfield,SC Getkate,0.0
23424,GC Wilson,HT Tector,Simi Singh,SC Getkate,0.0
23425,GC Wilson,HT Tector,J Cameron-Dow,SC Getkate,0.0
23426,GC Wilson,HT Tector,MR Adair,SC Getkate,0.0
23427,LJ Tucker,HT Tector,JB Little,SC Getkate,0.0
23428,LJ Tucker,HT Tector,EC Joyce,SC Getkate,0.0
23429,LJ Tucker,HT Tector,JF Mooney,SC Getkate,0.0
23430,LJ Tucker,HT Tector,JA McCollum,SC Getkate,0.0
23431,LJ Tucker,HT Tector,TJ Murtagh,SC Getkate,0.0
23432,LJ Tucker,HT Tector,KJ O'Brien,SC Getkate,0.0
23433,LJ Tucker,HT Tector,A Balbirnie,SC Getkate,0.0
23434,LJ Tucker,HT Tector,C Campher,SC Getkate,0.0
23435,LJ Tucker,HT Tector,AR Cusack,SC Getkate,0.0
23436,LJ Tucker,HT Tector,SW Poynter,SC Getkate,0.0
23437,LJ Tucker,HT Tector,PKD Chase,SC Getkate,0.0
23438,LJ Tucker,HT Tector,SP Terry,SC Getkate,0.0
23439,LJ Tucker,HT Tector,WTS Porterfield,SC Getkate,0.0
23440,LJ Tucker,HT Tector,Simi Singh,SC Getkate,0.0
23441,LJ Tucker,HT Tector,J Cameron-Dow,SC Getkate,0.0
23442,LJ Tucker,HT Tector,MR Adair,SC Getkate,0.0
23443,JB Little,HT Tector,EC Joyce,SC Getkate,0.0
23444,JB Little,HT Tector,JF Mooney,SC Getkate,0.0
23445,JB Little,HT Tector,JA McCollum,SC Getkate,0.0
23446,JB Little,HT Tector,TJ Murtagh,SC Getkate,0.0
23447,JB Little,HT Tector,KJ O'Brien,SC Getkate,0.0
23448,JB Little,HT Tector,A Balbirnie,SC Getkate,0.0
23449,JB Little,HT Tector,C Campher,SC Getkate,0.0
23450,JB Little,HT Tector,AR Cusack,SC Getkate,0.0
23451,JB Little,HT Tector,SW Poynter,SC Getkate,0.0
23452,JB Little,HT Tector,PKD Chase,SC Getkate,0.0
23453,JB Little,HT Tector,SP Terry,SC Getkate,0.0
23454,JB Little,HT Tector,WTS Porterfield,SC Getkate,0.0
23455,JB Little,HT Tector,Simi Singh,SC Getkate,0.0
23456,JB Little,HT Tector,J Cameron-Dow,SC Getkate,0.0
23457,JB Little,HT Tector,MR Adair,SC Getkate,0.0
23458,HT Tector,JF Mooney,EC Joyce,SC Getkate,0.0
23459,HT Tector,JA McCollum,EC Joyce,SC Getkate,0.0
23460,HT Tector,TJ Murtagh,EC Joyce,SC Getkate,0.0
23461,HT Tector,KJ O'Brien,EC Joyce,SC Getkate,0.0
23462,HT Tector,A Balbirnie,EC Joyce,SC Getkate,0.0
23463,HT Tector,C Campher,EC Joyce,SC Getkate,0.0
23464,HT Tector,AR Cusack,EC Joyce,SC Getkate,0.0
23465,HT Tector,SW Poynter,EC Joyce,SC Getkate,0.0
23466,HT Tector,PKD Chase,EC Joyce,SC Getkate,0.0
23467,HT Tector,SP Terry,EC Joyce,SC Getkate,0.0
23468,WTS Porterfield,HT Tector,EC Joyce,SC Getkate,0.0
23469,HT Tector,Simi Singh,EC Joyce,SC Getkate,0.0
23470,HT Tector,J Cameron-Dow,EC Joyce,SC Getkate,0.0
23471,HT Tector,MR Adair,EC Joyce,SC Getkate,0.0
23472,HT Tector,JA McCollum,JF Mooney,SC Getkate,0.0
23473,HT Tector,TJ Murtagh,JF Mooney,SC Getkate,0.0
23474,HT Tector,KJ O'Brien,JF Mooney,SC Getkate,0.0
23475,HT Tector,A Balbirnie,JF Mooney,SC Getkate,0.0
23476,HT Tector,C Campher,JF Mooney,SC Getkate,0.0
23477,HT Tector,AR Cusack,JF Mooney,SC Getkate,0.0
23478,HT Tector,SW Poynter,JF Mooney,SC Getkate,0.0
23479,HT Tector,PKD Chase,JF Mooney,SC Getkate,0.0
23480,HT Tector,SP Terry,JF Mooney,SC Getkate,0.0
23481,WTS Porterfield,HT Tector,JF Mooney,SC Getkate,0.0
23482,HT Tector,Simi Singh,JF Mooney,SC Getkate,0.0
23483,HT Tector,J Cameron-Dow,JF Mooney,SC Getkate,0.0
23484,HT Tector,MR Adair,JF Mooney,SC Getkate,0.0
23485,HT Tector,TJ Murtagh,JA McCollum,SC Getkate,0.0
23486,HT Tector,KJ O'Brien,JA McCollum,SC Getkate,0.0
23487,HT Tector,A Balbirnie,JA McCollum,SC Getkate,0.0
23488,HT Tector,C Campher,JA McCollum,SC Getkate,0.0
23489,HT Tector,AR Cusack,JA McCollum,SC Getkate,0.0
23490,HT Tector,JA McCollum,SW Poynter,SC Getkate,0.0
23491,HT Tector,PKD Chase,JA McCollum,SC Getkate,0.0
23492,HT Tector,JA McCollum,SP Terry,SC Getkate,0.0
23493,HT Tector,JA McCollum,WTS Porterfield,SC Getkate,0.0
23494,HT Tector,Simi Singh,JA McCollum,SC Getkate,0.0
23495,HT Tector,JA McCollum,J Cameron-Dow,SC Getkate,0.0
23496,HT Tector,JA McCollum,MR Adair,SC Getkate,0.0
23497,KJ O'Brien,HT Tector,TJ Murtagh,SC Getkate,0.0
23498,HT Tector,TJ Murtagh,A Balbirnie,SC Getkate,0.0
23499,HT Tector,C Campher,TJ Murtagh,SC Getkate,0.0
23500,HT Tector,AR Cusack,TJ Murtagh,SC Getkate,0.0
23501,HT Tector,TJ Murtagh,SW Poynter,SC Getkate,0.0
23502,HT Tector,PKD Chase,TJ Murtagh,SC Getkate,0.0
23503,HT Tector,TJ Murtagh,SP Terry,SC Getkate,0.0
23504,HT Tector,TJ Murtagh,WTS Porterfield,SC Getkate,0.0
23505,HT Tector,TJ Murtagh,Simi Singh,SC Getkate,0.0
23506,HT Tector,TJ Murtagh,J Cameron-Dow,SC Getkate,0.0
23507,HT Tector,TJ Murtagh,MR Adair,SC Getkate,0.0
23508,HT Tector,KJ O'Brien,A Balbirnie,SC Getkate,0.0
23509,HT Tector,C Campher,KJ O'Brien,SC Getkate,0.0
23510,HT Tector,AR Cusack,KJ O'Brien,SC Getkate,0.0
23511,HT Tector,KJ O'Brien,SW Poynter,SC Getkate,0.0
23512,HT Tector,PKD Chase,KJ O'Brien,SC Getkate,0.0
23513,HT Tector,KJ O'Brien,SP Terry,SC Getkate,0.0
23514,HT Tector,KJ O'Brien,WTS Porterfield,SC Getkate,0.0
23515,HT Tector,KJ O'Brien,Simi Singh,SC Getkate,0.0
23516,HT Tector,KJ O'Brien,J Cameron-Dow,SC Getkate,0.0
23517,HT Tector,KJ O'Brien,MR Adair,SC Getkate,0.0
23518,HT Tector,C Campher,A Balbirnie,SC Getkate,0.0
23519,HT Tector,AR Cusack,A Balbirnie,SC Getkate,0.0
23520,HT Tector,A Balbirnie,SW Poynter,SC Getkate,0.0
23521,HT Tector,PKD Chase,A Balbirnie,SC Getkate,0.0
23522,HT Tector,A Balbirnie,SP Terry,SC Getkate,0.0
23523,HT Tector,A Balbirnie,WTS Porterfield,SC Getkate,0.0
23524,HT Tector,Simi Singh,A Balbirnie,SC Getkate,0.0
23525,HT Tector,A Balbirnie,J Cameron-Dow,SC Getkate,0.0
23526,HT Tector,A Balbirnie,MR Adair,SC Getkate,0.0
23527,HT Tector,C Campher,AR Cusack,SC Getkate,0.0
23528,HT Tector,C Campher,SW Poynter,SC Getkate,0.0
23529,HT Tector,C Campher,PKD Chase,SC Getkate,0.0
23530,HT Tector,C Campher,SP Terry,SC Getkate,0.0
23531,HT Tector,C Campher,WTS Porterfield,SC Getkate,0.0
23532,HT Tector,C Campher,Simi Singh,SC Getkate,0.0
23533,HT Tector,C Campher,J Cameron-Dow,SC Getkate,0.0
23534,HT Tector,C Campher,MR Adair,SC Getkate,0.0
23535,HT Tector,AR Cusack,SW Poynter,SC Getkate,0.0
23536,HT Tector,AR Cusack,PKD Chase,SC Getkate,0.0
23537,HT Tector,AR Cusack,SP Terry,SC Getkate,0.0
23538,HT Tector,AR Cusack,WTS Porterfield,SC Getkate,0.0
23539,HT Tector,AR Cusack,Simi Singh,SC Getkate,0.0
23540,HT Tector,AR Cusack,J Cameron-Dow,SC Getkate,0.0
23541,HT Tector,AR Cusack,MR Adair,SC Getkate,0.0
23542,HT Tector,PKD Chase,SW Poynter,SC Getkate,0.0
23543,HT Tector,SW Poynter,SP Terry,SC Getkate,0.0
23544,HT Tector,SW Poynter,WTS Porterfield,SC Getkate,0.0
23545,HT Tector,Simi Singh,SW Poynter,SC Getkate,0.0
23546,HT Tector,SW Poynter,J Cameron-Dow,SC Getkate,0.0
23547,HT Tector,SW Poynter,MR Adair,SC Getkate,0.0
23548,HT Tector,PKD Chase,SP Terry,SC Getkate,0.0
23549,HT Tector,PKD Chase,WTS Porterfield,SC Getkate,0.0
23550,HT Tector,PKD Chase,Simi Singh,SC Getkate,0.0
23551,HT Tector,PKD Chase,J Cameron-Dow,SC Getkate,0.0
23552,HT Tector,PKD Chase,MR Adair,SC Getkate,0.0
23553,WTS Porterfield,HT Tector,SP Terry,SC Getkate,0.0
23554,HT Tector,Simi Singh,SP Terry,SC Getkate,0.0
23555,HT Tector,J Cameron-Dow,SP Terry,SC Getkate,0.0
23556,HT Tector,MR Adair,SP Terry,SC Getkate,0.0
23557,HT Tector,Simi Singh,WTS Porterfield,SC Getkate,0.0
23558,HT Tector,J Cameron-Dow,WTS Porterfield,SC Getkate,0.0
23559,HT Tector,MR Adair,WTS Porterfield,SC Getkate,0.0
23560,HT Tector,Simi Singh,J Cameron-Dow,SC Getkate,0.0
23561,HT Tector,Simi Singh,MR Adair,SC Getkate,0.0
23562,HT Tector,J Cameron-Dow,MR Adair,SC Getkate,0.0
23563,PR Stirling,J Mulder,CA Young,SC Getkate,0.0
23564,BJ McCarthy,PR Stirling,J Mulder,SC Getkate,0.0
23565,MC Sorensen,PR Stirling,J Mulder,SC Getkate,0.0
23566,GC Wilson,PR Stirling,J Mulder,SC Getkate,0.0
23567,LJ Tucker,PR Stirling,J Mulder,SC Getkate,0.0
23568,JB Little,PR Stirling,J Mulder,SC Getkate,0.0
23569,PR Stirling,J Mulder,EC Joyce,SC Getkate,0.0
23570,PR Stirling,J Mulder,JF Mooney,SC Getkate,0.0
23571,PR Stirling,J Mulder,JA McCollum,SC Getkate,0.0
23572,TJ Murtagh,PR Stirling,J Mulder,SC Getkate,0.0
23573,KJ O'Brien,PR Stirling,J Mulder,SC Getkate,0.0
23574,A Balbirnie,PR Stirling,J Mulder,SC Getkate,0.0
23575,C Campher,PR Stirling,J Mulder,SC Getkate,0.0
23576,AR Cusack,PR Stirling,J Mulder,SC Getkate,0.0
23577,PR Stirling,J Mulder,SW Poynter,SC Getkate,0.0
23578,PKD Chase,PR Stirling,J Mulder,SC Getkate,0.0
23579,PR Stirling,J Mulder,SP Terry,SC Getkate,0.0
23580,PR Stirling,J Mulder,WTS Porterfield,SC Getkate,0.0
23581,Simi Singh,PR Stirling,J Mulder,SC Getkate,0.0
23582,J Cameron-Dow,PR Stirling,J Mulder,SC Getkate,0.0
23583,PR Stirling,J Mulder,MR Adair,SC Getkate,0.0
23584,BJ McCarthy,J Mulder,CA Young,SC Getkate,0.0
23585,MC Sorensen,J Mulder,CA Young,SC Getkate,0.0
23586,GC Wilson,J Mulder,CA Young,SC Getkate,0.0
23587,LJ Tucker,J Mulder,CA Young,SC Getkate,0.0
23588,JB Little,J Mulder,CA Young,SC Getkate,0.0
23589,EC Joyce,J Mulder,CA Young,SC Getkate,0.0
23590,JF Mooney,J Mulder,CA Young,SC Getkate,0.0
23591,JA McCollum,J Mulder,CA Young,SC Getkate,0.0
23592,TJ Murtagh,J Mulder,CA Young,SC Getkate,0.0
23593,KJ O'Brien,J Mulder,CA Young,SC Getkate,0.0
23594,A Balbirnie,J Mulder,CA Young,SC Getkate,0.0
23595,C Campher,J Mulder,CA Young,SC Getkate,0.0
23596,AR Cusack,J Mulder,CA Young,SC Getkate,0.0
23597,SW Poynter,J Mulder,CA Young,SC Getkate,0.0
23598,PKD Chase,J Mulder,CA Young,SC Getkate,0.0
23599,SP Terry,J Mulder,CA Young,SC Getkate,0.0
23600,WTS Porterfield,J Mulder,CA Young,SC Getkate,0.0
23601,Simi Singh,J Mulder,CA Young,SC Getkate,0.0
23602,J Cameron-Dow,J Mulder,CA Young,SC Getkate,0.0
23603,MR Adair,J Mulder,CA Young,SC Getkate,0.0
23604,BJ McCarthy,MC Sorensen,J Mulder,SC Getkate,0.0
23605,BJ McCarthy,GC Wilson,J Mulder,SC Getkate,0.0
23606,BJ McCarthy,J Mulder,LJ Tucker,SC Getkate,0.0
23607,BJ McCarthy,J Mulder,JB Little,SC Getkate,0.0
23608,BJ McCarthy,J Mulder,EC Joyce,SC Getkate,0.0
23609,BJ McCarthy,J Mulder,JF Mooney,SC Getkate,0.0
23610,BJ McCarthy,JA McCollum,J Mulder,SC Getkate,0.0
23611,BJ McCarthy,TJ Murtagh,J Mulder,SC Getkate,0.0
23612,BJ McCarthy,KJ O'Brien,J Mulder,SC Getkate,0.0
23613,BJ McCarthy,A Balbirnie,J Mulder,SC Getkate,0.0
23614,BJ McCarthy,C Campher,J Mulder,SC Getkate,0.0
23615,BJ McCarthy,AR Cusack,J Mulder,SC Getkate,0.0
23616,BJ McCarthy,SW Poynter,J Mulder,SC Getkate,0.0
23617,BJ McCarthy,PKD Chase,J Mulder,SC Getkate,0.0
23618,BJ McCarthy,J Mulder,SP Terry,SC Getkate,0.0
23619,BJ McCarthy,J Mulder,WTS Porterfield,SC Getkate,0.0
23620,BJ McCarthy,Simi Singh,J Mulder,SC Getkate,0.0
23621,BJ McCarthy,J Cameron-Dow,J Mulder,SC Getkate,0.0
23622,BJ McCarthy,J Mulder,MR Adair,SC Getkate,0.0
23623,GC Wilson,MC Sorensen,J Mulder,SC Getkate,0.0
23624,LJ Tucker,MC Sorensen,J Mulder,SC Getkate,0.0
23625,JB Little,MC Sorensen,J Mulder,SC Getkate,0.0
23626,MC Sorensen,J Mulder,EC Joyce,SC Getkate,0.0
23627,MC Sorensen,J Mulder,JF Mooney,SC Getkate,0.0
23628,MC Sorensen,JA McCollum,J Mulder,SC Getkate,0.0
23629,MC Sorensen,TJ Murtagh,J Mulder,SC Getkate,0.0
23630,MC Sorensen,KJ O'Brien,J Mulder,SC Getkate,0.0
23631,MC Sorensen,A Balbirnie,J Mulder,SC Getkate,0.0
23632,MC Sorensen,C Campher,J Mulder,SC Getkate,0.0
23633,MC Sorensen,AR Cusack,J Mulder,SC Getkate,0.0
23634,MC Sorensen,SW Poynter,J Mulder,SC Getkate,0.0
23635,MC Sorensen,PKD Chase,J Mulder,SC Getkate,0.0
23636,MC Sorensen,J Mulder,SP Terry,SC Getkate,0.0
23637,MC Sorensen,J Mulder,WTS Porterfield,SC Getkate,0.0
23638,MC Sorensen,Simi Singh,J Mulder,SC Getkate,0.0
23639,MC Sorensen,J Cameron-Dow,J Mulder,SC Getkate,0.0
23640,MC Sorensen,J Mulder,MR Adair,SC Getkate,0.0
23641,GC Wilson,J Mulder,LJ Tucker,SC Getkate,0.0
23642,GC Wilson,J Mulder,JB Little,SC Getkate,0.0
23643,GC Wilson,J Mulder,EC Joyce,SC Getkate,0.0
23644,GC Wilson,J Mulder,JF Mooney,SC Getkate,0.0
23645,GC Wilson,JA McCollum,J Mulder,SC Getkate,0.0
23646,GC Wilson,TJ Murtagh,J Mulder,SC Getkate,0.0
23647,GC Wilson,KJ O'Brien,J Mulder,SC Getkate,0.0
23648,GC Wilson,A Balbirnie,J Mulder,SC Getkate,0.0
23649,GC Wilson,C Campher,J Mulder,SC Getkate,0.0
23650,GC Wilson,AR Cusack,J Mulder,SC Getkate,0.0
23651,GC Wilson,SW Poynter,J Mulder,SC Getkate,0.0
23652,GC Wilson,PKD Chase,J Mulder,SC Getkate,0.0
23653,GC Wilson,J Mulder,SP Terry,SC Getkate,0.0
23654,GC Wilson,J Mulder,WTS Porterfield,SC Getkate,0.0
23655,GC Wilson,Simi Singh,J Mulder,SC Getkate,0.0
23656,GC Wilson,J Cameron-Dow,J Mulder,SC Getkate,0.0
23657,GC Wilson,J Mulder,MR Adair,SC Getkate,0.0
23658,LJ Tucker,J Mulder,JB Little,SC Getkate,0.0
23659,LJ Tucker,J Mulder,EC Joyce,SC Getkate,0.0
23660,LJ Tucker,J Mulder,JF Mooney,SC Getkate,0.0
23661,LJ Tucker,JA McCollum,J Mulder,SC Getkate,0.0
23662,LJ Tucker,TJ Murtagh,J Mulder,SC Getkate,0.0
23663,LJ Tucker,KJ O'Brien,J Mulder,SC Getkate,0.0
23664,LJ Tucker,A Balbirnie,J Mulder,SC Getkate,0.0
23665,LJ Tucker,C Campher,J Mulder,SC Getkate,0.0
23666,LJ Tucker,AR Cusack,J Mulder,SC Getkate,0.0
23667,LJ Tucker,SW Poynter,J Mulder,SC Getkate,0.0
23668,LJ Tucker,PKD Chase,J Mulder,SC Getkate,0.0
23669,LJ Tucker,J Mulder,SP Terry,SC Getkate,0.0
23670,LJ Tucker,J Mulder,WTS Porterfield,SC Getkate,0.0
23671,LJ Tucker,Simi Singh,J Mulder,SC Getkate,0.0
23672,LJ Tucker,J Cameron-Dow,J Mulder,SC Getkate,0.0
23673,LJ Tucker,J Mulder,MR Adair,SC Getkate,0.0
23674,JB Little,J Mulder,EC Joyce,SC Getkate,0.0
23675,JB Little,J Mulder,JF Mooney,SC Getkate,0.0
23676,JB Little,JA McCollum,J Mulder,SC Getkate,0.0
23677,JB Little,TJ Murtagh,J Mulder,SC Getkate,0.0
23678,JB Little,KJ O'Brien,J Mulder,SC Getkate,0.0
23679,JB Little,A Balbirnie,J Mulder,SC Getkate,0.0
23680,JB Little,C Campher,J Mulder,SC Getkate,0.0
23681,JB Little,AR Cusack,J Mulder,SC Getkate,0.0
23682,JB Little,SW Poynter,J Mulder,SC Getkate,0.0
23683,JB Little,PKD Chase,J Mulder,SC Getkate,0.0
23684,JB Little,J Mulder,SP Terry,SC Getkate,0.0
23685,JB Little,J Mulder,WTS Porterfield,SC Getkate,0.0
23686,JB Little,Simi Singh,J Mulder,SC Getkate,0.0
23687,JB Little,J Cameron-Dow,J Mulder,SC Getkate,0.0
23688,JB Little,J Mulder,MR Adair,SC Getkate,0.0
23689,JF Mooney,J Mulder,EC Joyce,SC Getkate,0.0
23690,JA McCollum,J Mulder,EC Joyce,SC Getkate,0.0
23691,TJ Murtagh,J Mulder,EC Joyce,SC Getkate,0.0
23692,KJ O'Brien,J Mulder,EC Joyce,SC Getkate,0.0
23693,A Balbirnie,J Mulder,EC Joyce,SC Getkate,0.0
23694,C Campher,J Mulder,EC Joyce,SC Getkate,0.0
23695,AR Cusack,J Mulder,EC Joyce,SC Getkate,0.0
23696,SW Poynter,J Mulder,EC Joyce,SC Getkate,0.0
23697,PKD Chase,J Mulder,EC Joyce,SC Getkate,0.0
23698,SP Terry,J Mulder,EC Joyce,SC Getkate,0.0
23699,WTS Porterfield,J Mulder,EC Joyce,SC Getkate,0.0
23700,Simi Singh,J Mulder,EC Joyce,SC Getkate,0.0
23701,J Cameron-Dow,J Mulder,EC Joyce,SC Getkate,0.0
23702,MR Adair,J Mulder,EC Joyce,SC Getkate,0.0
23703,JA McCollum,J Mulder,JF Mooney,SC Getkate,0.0
23704,TJ Murtagh,J Mulder,JF Mooney,SC Getkate,0.0
23705,KJ O'Brien,J Mulder,JF Mooney,SC Getkate,0.0
23706,A Balbirnie,J Mulder,JF Mooney,SC Getkate,0.0
23707,C Campher,J Mulder,JF Mooney,SC Getkate,0.0
23708,AR Cusack,J Mulder,JF Mooney,SC Getkate,0.0
23709,SW Poynter,J Mulder,JF Mooney,SC Getkate,0.0
23710,PKD Chase,J Mulder,JF Mooney,SC Getkate,0.0
23711,SP Terry,J Mulder,JF Mooney,SC Getkate,0.0
23712,WTS Porterfield,J Mulder,JF Mooney,SC Getkate,0.0
23713,Simi Singh,J Mulder,JF Mooney,SC Getkate,0.0
23714,J Cameron-Dow,J Mulder,JF Mooney,SC Getkate,0.0
23715,MR Adair,J Mulder,JF Mooney,SC Getkate,0.0
23716,TJ Murtagh,JA McCollum,J Mulder,SC Getkate,0.0
23717,KJ O'Brien,JA McCollum,J Mulder,SC Getkate,0.0
23718,A Balbirnie,JA McCollum,J Mulder,SC Getkate,0.0
23719,C Campher,JA McCollum,J Mulder,SC Getkate,0.0
23720,AR Cusack,JA McCollum,J Mulder,SC Getkate,0.0
23721,JA McCollum,J Mulder,SW Poynter,SC Getkate,0.0
23722,PKD Chase,JA McCollum,J Mulder,SC Getkate,0.0
23723,JA McCollum,J Mulder,SP Terry,SC Getkate,0.0
23724,JA McCollum,J Mulder,WTS Porterfield,SC Getkate,0.0
23725,Simi Singh,JA McCollum,J Mulder,SC Getkate,0.0
23726,J Cameron-Dow,JA McCollum,J Mulder,SC Getkate,0.0
23727,JA McCollum,J Mulder,MR Adair,SC Getkate,0.0
23728,TJ Murtagh,KJ O'Brien,J Mulder,SC Getkate,0.0
23729,TJ Murtagh,A Balbirnie,J Mulder,SC Getkate,0.0
23730,TJ Murtagh,C Campher,J Mulder,SC Getkate,0.0
23731,TJ Murtagh,AR Cusack,J Mulder,SC Getkate,0.0
23732,TJ Murtagh,SW Poynter,J Mulder,SC Getkate,0.0
23733,TJ Murtagh,PKD Chase,J Mulder,SC Getkate,0.0
23734,TJ Murtagh,J Mulder,SP Terry,SC Getkate,0.0
23735,TJ Murtagh,J Mulder,WTS Porterfield,SC Getkate,0.0
23736,TJ Murtagh,Simi Singh,J Mulder,SC Getkate,0.0
23737,TJ Murtagh,J Cameron-Dow,J Mulder,SC Getkate,0.0
23738,TJ Murtagh,J Mulder,MR Adair,SC Getkate,0.0
23739,A Balbirnie,KJ O'Brien,J Mulder,SC Getkate,0.0
