,player-1,player-2,player-3,avg
345,BJ McCarthy,SW Poynter,JB Little,0.0
346,CA Young,SW Poynter,JB Little,0.0
347,SW Poynter,GH Dockrell,JB Little,0.0
348,SW Poynter,SC Getkate,JB Little,0.0
349,Simi Singh,SW Poynter,JB Little,0.0
350,PR Stirling,SW Poynter,JB Little,0.0
351,SW Poynter,WB Rankin,JB Little,0.0
352,J Cameron-Dow,SW Poynter,JB Little,0.0
353,SW Poynter,WTS Porterfield,JB Little,0.0
354,NJ O'Brien,SW Poynter,JB Little,0.0
355,PKD Chase,SW Poynter,JB Little,0.0
356,MR Adair,SW Poynter,JB Little,0.0
357,C Campher,SW Poynter,JB Little,0.0
358,SW Poynter,SR Thompson,JB Little,0.0
359,SW Poynter,AR Cusack,JB Little,0.0
360,CA Young,BJ McCarthy,SW Poynter,0.0
361,BJ McCarthy,SW Poynter,GH Dockrell,34.6
362,BJ McCarthy,SW Poynter,SC Getkate,0.0
363,Simi Singh,BJ McCarthy,SW Poynter,15.0
364,BJ McCarthy,SW Poynter,PR Stirling,60.27272727272727
365,BJ McCarthy,SW Poynter,WB Rankin,30.0
366,J Cameron-Dow,BJ McCarthy,SW Poynter,0.0
367,BJ McCarthy,SW Poynter,WTS Porterfield,37.90909090909091
368,BJ McCarthy,SW Poynter,NJ O'Brien,22.0
369,PKD Chase,BJ McCarthy,SW Poynter,15.5
370,MR Adair,BJ McCarthy,SW Poynter,0.0
371,C Campher,BJ McCarthy,SW Poynter,0.0
372,BJ McCarthy,SW Poynter,SR Thompson,0.0
373,BJ McCarthy,SW Poynter,AR Cusack,0.0
374,CA Young,SW Poynter,GH Dockrell,24.0
375,CA Young,SW Poynter,SC Getkate,0.0
376,Simi Singh,CA Young,SW Poynter,0.0
377,CA Young,SW Poynter,PR Stirling,48.0
378,CA Young,SW Poynter,WB Rankin,0.0
379,J Cameron-Dow,CA Young,SW Poynter,0.0
380,CA Young,SW Poynter,WTS Porterfield,8.0
381,CA Young,SW Poynter,NJ O'Brien,0.0
382,PKD Chase,CA Young,SW Poynter,8.0
383,MR Adair,CA Young,SW Poynter,0.0
384,C Campher,CA Young,SW Poynter,0.0
385,CA Young,SW Poynter,SR Thompson,0.0
386,CA Young,SW Poynter,AR Cusack,0.0
387,SW Poynter,GH Dockrell,SC Getkate,0.0
388,Simi Singh,SW Poynter,GH Dockrell,39.6
389,PR Stirling,SW Poynter,GH Dockrell,74.5
390,SW Poynter,GH Dockrell,WB Rankin,27.666666666666668
391,J Cameron-Dow,SW Poynter,GH Dockrell,25.666666666666668
392,SW Poynter,WTS Porterfield,GH Dockrell,45.8
393,SW Poynter,GH Dockrell,NJ O'Brien,46.666666666666664
394,PKD Chase,SW Poynter,GH Dockrell,32.5
395,MR Adair,SW Poynter,GH Dockrell,0.0
396,C Campher,SW Poynter,GH Dockrell,0.0
397,SW Poynter,SR Thompson,GH Dockrell,0.0
398,SW Poynter,AR Cusack,GH Dockrell,0.0
399,Simi Singh,SW Poynter,SC Getkate,0.0
400,PR Stirling,SW Poynter,SC Getkate,0.0
401,SW Poynter,WB Rankin,SC Getkate,0.0
402,J Cameron-Dow,SW Poynter,SC Getkate,0.0
403,SW Poynter,WTS Porterfield,SC Getkate,0.0
404,NJ O'Brien,SW Poynter,SC Getkate,0.0
405,PKD Chase,SW Poynter,SC Getkate,0.0
406,MR Adair,SW Poynter,SC Getkate,0.0
407,C Campher,SW Poynter,SC Getkate,0.0
408,SW Poynter,SR Thompson,SC Getkate,0.0
409,SW Poynter,AR Cusack,SC Getkate,0.0
410,Simi Singh,PR Stirling,SW Poynter,56.8
411,Simi Singh,SW Poynter,WB Rankin,20.6
412,Simi Singh,SW Poynter,J Cameron-Dow,16.333333333333332
413,Simi Singh,SW Poynter,WTS Porterfield,33.2
414,Simi Singh,SW Poynter,NJ O'Brien,36.0
415,Simi Singh,SW Poynter,PKD Chase,0.0
416,Simi Singh,MR Adair,SW Poynter,0.0
417,Simi Singh,SW Poynter,C Campher,0.0
418,Simi Singh,SW Poynter,SR Thompson,0.0
419,Simi Singh,SW Poynter,AR Cusack,0.0
420,PR Stirling,SW Poynter,WB Rankin,61.333333333333336
421,J Cameron-Dow,PR Stirling,SW Poynter,38.666666666666664
422,PR Stirling,SW Poynter,WTS Porterfield,68.75
423,PR Stirling,SW Poynter,NJ O'Brien,85.33333333333333
424,PKD Chase,PR Stirling,SW Poynter,44.0
425,MR Adair,PR Stirling,SW Poynter,0.0
426,C Campher,PR Stirling,SW Poynter,0.0
427,PR Stirling,SW Poynter,SR Thompson,0.0
428,PR Stirling,SW Poynter,AR Cusack,0.0
429,J Cameron-Dow,SW Poynter,WB Rankin,8.0
430,SW Poynter,WTS Porterfield,WB Rankin,39.44444444444444
