player-1,player-2,avg
CK Coventry,CB Mpofu,0
Taijul Islam,CB Mpofu,0
AG Cremer,CB Mpofu,4.9
TK Musakanda,J Nyumbu,0
TP Kamungozi,J Nyumbu,0
KM Jarvis,J Nyumbu,0
S Matsikenyeri,J Nyumbu,0
CR Ervine,J Nyumbu,51.6
CJ Chibhabha,J Nyumbu,35.44444444
CT Mumba,J Nyumbu,0
CK Tshuma,J Nyumbu,0
T Muzarabani,J Nyumbu,10
Sikandar Raza,J Nyumbu,24.33333333
TS Chisoro,J Nyumbu,6.5
Mohammad Saifuddin,J Nyumbu,0
R Murray,J Nyumbu,0
B Muzarabani,J Nyumbu,0
T Maruma,J Nyumbu,0
CK Coventry,J Nyumbu,0
Taijul Islam,J Nyumbu,0
AG Cremer,J Nyumbu,6.333333333
TK Musakanda,TP Kamungozi,0
TK Musakanda,KM Jarvis,9
TK Musakanda,S Matsikenyeri,0
CR Ervine,TK Musakanda,47.81818182
TK Musakanda,CJ Chibhabha,29.33333333
TK Musakanda,CT Mumba,50
TK Musakanda,CK Tshuma,0
TK Musakanda,T Muzarabani,0
TK Musakanda,Sikandar Raza,36.42857143
TK Musakanda,TS Chisoro,15.75
TK Musakanda,Mohammad Saifuddin,0
TK Musakanda,R Murray,29
TK Musakanda,B Muzarabani,13.5
TK Musakanda,T Maruma,0
TK Musakanda,CK Coventry,0
TK Musakanda,Taijul Islam,0
TK Musakanda,AG Cremer,27.90909091
TP Kamungozi,KM Jarvis,0
TP Kamungozi,S Matsikenyeri,25
CR Ervine,TP Kamungozi,35.5
CJ Chibhabha,TP Kamungozi,64
CT Mumba,TP Kamungozi,0
CK Tshuma,TP Kamungozi,0
TP Kamungozi,T Muzarabani,0
TP Kamungozi,Sikandar Raza,18.5
TS Chisoro,TP Kamungozi,0
TP Kamungozi,Mohammad Saifuddin,0
TP Kamungozi,R Murray,0
B Muzarabani,TP Kamungozi,0
T Maruma,TP Kamungozi,0
TP Kamungozi,CK Coventry,0
TP Kamungozi,Taijul Islam,0
TP Kamungozi,AG Cremer,0
KM Jarvis,S Matsikenyeri,0
CR Ervine,KM Jarvis,30.2
CJ Chibhabha,KM Jarvis,0
CT Mumba,KM Jarvis,0
CK Tshuma,KM Jarvis,0
T Muzarabani,KM Jarvis,0
Sikandar Raza,KM Jarvis,39.42857143
TS Chisoro,KM Jarvis,20.5
Mohammad Saifuddin,KM Jarvis,0
R Murray,KM Jarvis,0
B Muzarabani,KM Jarvis,3.285714286
T Maruma,KM Jarvis,0
CK Coventry,KM Jarvis,0
Taijul Islam,KM Jarvis,0
KM Jarvis,AG Cremer,14.625
CR Ervine,S Matsikenyeri,71
CJ Chibhabha,S Matsikenyeri,0
CT Mumba,S Matsikenyeri,0
CK Tshuma,S Matsikenyeri,0
T Muzarabani,S Matsikenyeri,0
Sikandar Raza,S Matsikenyeri,45
TS Chisoro,S Matsikenyeri,0
Mohammad Saifuddin,S Matsikenyeri,0
R Murray,S Matsikenyeri,0
B Muzarabani,S Matsikenyeri,0
T Maruma,S Matsikenyeri,0
CK Coventry,S Matsikenyeri,0
Taijul Islam,S Matsikenyeri,0
AG Cremer,S Matsikenyeri,0
CR Ervine,CJ Chibhabha,48.04761905
CR Ervine,CT Mumba,9.5
CR Ervine,CK Tshuma,0
CR Ervine,T Muzarabani,25.5
CR Ervine,Sikandar Raza,55
CR Ervine,TS Chisoro,29.2
CR Ervine,Mohammad Saifuddin,0
CR Ervine,R Murray,0
CR Ervine,B Muzarabani,18.63636364
CR Ervine,T Maruma,0
CR Ervine,CK Coventry,0
CR Ervine,Taijul Islam,0
CR Ervine,AG Cremer,30.97058824
CJ Chibhabha,CT Mumba,19
CJ Chibhabha,CK Tshuma,0
CJ Chibhabha,T Muzarabani,11
CJ Chibhabha,Sikandar Raza,54.03030303
CJ Chibhabha,TS Chisoro,27.5
CJ Chibhabha,Mohammad Saifuddin,0
CJ Chibhabha,R Murray,33
CJ Chibhabha,B Muzarabani,16
CJ Chibhabha,T Maruma,44
CJ Chibhabha,CK Coventry,109
CJ Chibhabha,Taijul Islam,0
CJ Chibhabha,AG Cremer,41.95238095
CK Tshuma,CT Mumba,2
CT Mumba,T Muzarabani,0
CT Mumba,Sikandar Raza,40
TS Chisoro,CT Mumba,0
CT Mumba,Mohammad Saifuddin,0
CT Mumba,R Murray,0
CT Mumba,B Muzarabani,0
CT Mumba,T Maruma,0
CT Mumba,CK Coventry,0
CT Mumba,Taijul Islam,0
CT Mumba,AG Cremer,17
CK Tshuma,T Muzarabani,0
CK Tshuma,Sikandar Raza,63.5
TS Chisoro,CK Tshuma,0
CK Tshuma,Mohammad Saifuddin,0
CK Tshuma,R Murray,0
CK Tshuma,B Muzarabani,0
CK Tshuma,T Maruma,0
CK Tshuma,CK Coventry,0
CK Tshuma,Taijul Islam,0
CK Tshuma,AG Cremer,0
Sikandar Raza,T Muzarabani,20.625
TS Chisoro,T Muzarabani,0
Mohammad Saifuddin,T Muzarabani,0
R Murray,T Muzarabani,0
B Muzarabani,T Muzarabani,0
T Maruma,T Muzarabani,0
CK Coventry,T Muzarabani,0
Taijul Islam,T Muzarabani,0
T Muzarabani,AG Cremer,9.857142857
TS Chisoro,Sikandar Raza,35
Mohammad Saifuddin,Sikandar Raza,0
R Murray,Sikandar Raza,0
B Muzarabani,Sikandar Raza,42.63636364
T Maruma,Sikandar Raza,0
CK Coventry,Sikandar Raza,110
Taijul Islam,Sikandar Raza,0
Sikandar Raza,AG Cremer,39.125
TS Chisoro,Mohammad Saifuddin,0
TS Chisoro,R Murray,7
TS Chisoro,B Muzarabani,9.2
TS Chisoro,T Maruma,0
TS Chisoro,CK Coventry,0
TS Chisoro,Taijul Islam,0
TS Chisoro,AG Cremer,24.5
Mohammad Saifuddin,R Murray,0
B Muzarabani,Mohammad Saifuddin,0
T Maruma,Mohammad Saifuddin,0
Mohammad Saifuddin,CK Coventry,0
Mohammad Saifuddin,Taijul Islam,28
Mohammad Saifuddin,AG Cremer,0
B Muzarabani,R Murray,16.75
T Maruma,R Murray,0
CK Coventry,R Murray,0
Taijul Islam,R Murray,0
R Murray,AG Cremer,0
T Maruma,B Muzarabani,0
B Muzarabani,CK Coventry,0
B Muzarabani,Taijul Islam,0
B Muzarabani,AG Cremer,9.636363636
T Maruma,CK Coventry,0
T Maruma,Taijul Islam,0
T Maruma,AG Cremer,17
CK Coventry,Taijul Islam,0
CK Coventry,AG Cremer,12
Taijul Islam,AG Cremer,0
