,player-1,player-2,player-3,avg
158,AM Rahane,RV Uthappa,UT Yadav,0.0
159,AM Rahane,Kuldeep Yadav,RV Uthappa,0.0
160,AM Rahane,RG Sharma,RV Uthappa,0.0
161,AM Rahane,STR Binny,RV Uthappa,92.0
162,AM Rahane,RV Uthappa,BB Sran,0.0
163,AM Rahane,SN Thakur,RV Uthappa,0.0
164,AM Rahane,S Kaul,RV Uthappa,0.0
165,AM Rahane,NA Saini,RV Uthappa,0.0
166,KL Rahul,AM Rahane,RV Uthappa,0.0
167,AM Rahane,PP Shaw,RV Uthappa,0.0
168,AM Rahane,A Mishra,RV Uthappa,0.0
169,AM Rahane,R Dhawan,RV Uthappa,0.0
170,KD Karthik,AM Rahane,RV Uthappa,0.0
171,AM Rahane,JJ Bumrah,RV Uthappa,0.0
172,AM Rahane,Mohammed Shami,RV Uthappa,0.0
173,AM Rahane,MM Sharma,RV Uthappa,46.0
174,AM Rahane,Washington Sundar,RV Uthappa,0.0
175,AM Rahane,RR Pant,RV Uthappa,0.0
176,AM Rahane,DS Kulkarni,RV Uthappa,55.0
177,AM Rahane,HH Pandya,RV Uthappa,0.0
178,AM Rahane,Harbhajan Singh,RV Uthappa,53.666666666666664
179,AM Rahane,RV Uthappa,DL Chahar,0.0
180,AM Rahane,KK Ahmed,RV Uthappa,0.0
181,AM Rahane,Shubman Gill,RV Uthappa,0.0
182,AM Rahane,MS Dhoni,RV Uthappa,0.0
183,AM Rahane,AT Rayudu,RV Uthappa,137.5
184,AM Rahane,RV Uthappa,FY Fazal,0.0
185,AM Rahane,RV Uthappa,V Shankar,0.0
186,AM Rahane,RV Uthappa,I Sharma,0.0
187,AM Rahane,RA Jadeja,RV Uthappa,0.0
188,AM Rahane,RV Uthappa,AR Patel,53.0
189,AM Rahane,RV Uthappa,S Dube,0.0
190,AM Rahane,B Kumar,M Vijay,66.0
191,AM Rahane,Yuvraj Singh,M Vijay,0.0
192,AM Rahane,Gurkeerat Singh,M Vijay,0.0
193,V Kohli,AM Rahane,M Vijay,0.0
194,AM Rahane,SS Iyer,M Vijay,0.0
195,AM Rahane,R Ashwin,M Vijay,0.0
196,AM Rahane,M Vijay,J Yadav,0.0
197,AM Rahane,YS Chahal,M Vijay,0.0
198,AM Rahane,KK Nair,M Vijay,0.0
199,AM Rahane,M Vijay,MK Tiwary,77.33333333333333
200,AM Rahane,M Vijay,MK Pandey,99.0
201,AM Rahane,M Vijay,Mohammed Siraj,0.0
202,KM Jadhav,AM Rahane,M Vijay,108.0
203,UT Yadav,AM Rahane,M Vijay,0.0
204,AM Rahane,Kuldeep Yadav,M Vijay,0.0
205,AM Rahane,RG Sharma,M Vijay,0.0
206,AM Rahane,STR Binny,M Vijay,106.0
207,AM Rahane,M Vijay,BB Sran,0.0
208,AM Rahane,SN Thakur,M Vijay,0.0
209,AM Rahane,S Kaul,M Vijay,0.0
210,AM Rahane,NA Saini,M Vijay,0.0
211,KL Rahul,AM Rahane,M Vijay,0.0
212,AM Rahane,PP Shaw,M Vijay,0.0
213,AM Rahane,A Mishra,M Vijay,0.0
214,AM Rahane,R Dhawan,M Vijay,0.0
215,KD Karthik,AM Rahane,M Vijay,0.0
216,AM Rahane,JJ Bumrah,M Vijay,0.0
217,AM Rahane,Mohammed Shami,M Vijay,0.0
218,AM Rahane,MM Sharma,M Vijay,28.0
219,AM Rahane,Washington Sundar,M Vijay,0.0
220,AM Rahane,RR Pant,M Vijay,0.0
221,AM Rahane,DS Kulkarni,M Vijay,85.0
222,AM Rahane,HH Pandya,M Vijay,0.0
223,AM Rahane,Harbhajan Singh,M Vijay,67.66666666666667
224,AM Rahane,DL Chahar,M Vijay,0.0
225,AM Rahane,KK Ahmed,M Vijay,0.0
226,AM Rahane,Shubman Gill,M Vijay,0.0
227,AM Rahane,MS Dhoni,M Vijay,0.0
228,AM Rahane,AT Rayudu,M Vijay,167.5
229,AM Rahane,FY Fazal,M Vijay,0.0
230,AM Rahane,V Shankar,M Vijay,0.0
231,AM Rahane,I Sharma,M Vijay,0.0
232,AM Rahane,RA Jadeja,M Vijay,0.0
233,AM Rahane,AR Patel,M Vijay,67.0
234,AM Rahane,M Vijay,S Dube,0.0
235,AM Rahane,B Kumar,Yuvraj Singh,91.33333333333333
236,AM Rahane,B Kumar,Gurkeerat Singh,9.0
237,V Kohli,AM Rahane,B Kumar,96.8695652173913
238,SS Iyer,AM Rahane,B Kumar,44.0
239,R Ashwin,AM Rahane,B Kumar,42.57142857142857
240,AM Rahane,B Kumar,J Yadav,0.0
241,AM Rahane,B Kumar,YS Chahal,37.111111111111114
242,AM Rahane,B Kumar,KK Nair,0.0
243,AM Rahane,B Kumar,MK Tiwary,48.666666666666664
244,AM Rahane,B Kumar,MK Pandey,60.0
245,AM Rahane,B Kumar,Mohammed Siraj,0.0
246,AM Rahane,B Kumar,KM Jadhav,74.71428571428571
247,AM Rahane,B Kumar,UT Yadav,44.111111111111114
248,AM Rahane,Kuldeep Yadav,B Kumar,47.583333333333336
249,AM Rahane,B Kumar,RG Sharma,93.52631578947368
250,AM Rahane,B Kumar,STR Binny,75.4
251,AM Rahane,B Kumar,BB Sran,0.0
252,AM Rahane,B Kumar,SN Thakur,5.0
253,AM Rahane,S Kaul,B Kumar,0.0
254,AM Rahane,B Kumar,NA Saini,0.0
255,KL Rahul,AM Rahane,B Kumar,12.0
256,AM Rahane,B Kumar,PP Shaw,0.0
257,AM Rahane,B Kumar,A Mishra,50.5
258,AM Rahane,R Dhawan,B Kumar,13.0
259,KD Karthik,AM Rahane,B Kumar,0.0
260,AM Rahane,JJ Bumrah,B Kumar,36.81818181818182
261,AM Rahane,Mohammed Shami,B Kumar,26.5
262,AM Rahane,B Kumar,MM Sharma,43.666666666666664
263,AM Rahane,Washington Sundar,B Kumar,0.0
264,AM Rahane,B Kumar,RR Pant,0.0
265,AM Rahane,B Kumar,DS Kulkarni,48.5
266,AM Rahane,B Kumar,HH Pandya,69.33333333333333
267,AM Rahane,B Kumar,Harbhajan Singh,51.57142857142857
268,AM Rahane,B Kumar,DL Chahar,0.0
269,AM Rahane,B Kumar,KK Ahmed,0.0
270,AM Rahane,B Kumar,Shubman Gill,0.0
271,AM Rahane,B Kumar,MS Dhoni,64.43478260869566
272,AM Rahane,B Kumar,AT Rayudu,107.66666666666667
273,AM Rahane,B Kumar,FY Fazal,0.0
274,AM Rahane,B Kumar,V Shankar,0.0
275,AM Rahane,B Kumar,I Sharma,4.0
276,AM Rahane,RA Jadeja,B Kumar,28.75
277,AM Rahane,B Kumar,AR Patel,46.5
278,AM Rahane,B Kumar,S Dube,0.0
279,AM Rahane,Yuvraj Singh,Gurkeerat Singh,0.0
280,V Kohli,AM Rahane,Yuvraj Singh,142.33333333333334
281,AM Rahane,SS Iyer,Yuvraj Singh,0.0
282,AM Rahane,R Ashwin,Yuvraj Singh,91.66666666666667
283,AM Rahane,Yuvraj Singh,J Yadav,0.0
284,AM Rahane,YS Chahal,Yuvraj Singh,0.0
285,AM Rahane,KK Nair,Yuvraj Singh,0.0
286,AM Rahane,Yuvraj Singh,MK Tiwary,0.0
287,AM Rahane,Yuvraj Singh,MK Pandey,0.0
288,AM Rahane,Yuvraj Singh,Mohammed Siraj,0.0
289,AM Rahane,Yuvraj Singh,KM Jadhav,139.0
290,AM Rahane,Yuvraj Singh,UT Yadav,114.0
291,AM Rahane,Kuldeep Yadav,Yuvraj Singh,114.0
292,AM Rahane,RG Sharma,Yuvraj Singh,0.0
293,AM Rahane,STR Binny,Yuvraj Singh,0.0
294,AM Rahane,Yuvraj Singh,BB Sran,0.0
295,AM Rahane,SN Thakur,Yuvraj Singh,0.0
296,AM Rahane,S Kaul,Yuvraj Singh,0.0
297,AM Rahane,NA Saini,Yuvraj Singh,0.0
298,KL Rahul,AM Rahane,Yuvraj Singh,57.0
299,AM Rahane,PP Shaw,Yuvraj Singh,0.0
300,AM Rahane,A Mishra,Yuvraj Singh,0.0
301,AM Rahane,R Dhawan,Yuvraj Singh,0.0
302,KD Karthik,AM Rahane,Yuvraj Singh,0.0
303,AM Rahane,JJ Bumrah,Yuvraj Singh,46.0
304,AM Rahane,Mohammed Shami,Yuvraj Singh,0.0
305,AM Rahane,MM Sharma,Yuvraj Singh,0.0
306,AM Rahane,Washington Sundar,Yuvraj Singh,0.0
307,AM Rahane,RR Pant,Yuvraj Singh,0.0
308,AM Rahane,DS Kulkarni,Yuvraj Singh,0.0
309,AM Rahane,HH Pandya,Yuvraj Singh,111.33333333333333
310,AM Rahane,Harbhajan Singh,Yuvraj Singh,0.0
311,AM Rahane,Yuvraj Singh,DL Chahar,0.0
312,AM Rahane,KK Ahmed,Yuvraj Singh,0.0
313,AM Rahane,Shubman Gill,Yuvraj Singh,0.0
314,AM Rahane,MS Dhoni,Yuvraj Singh,130.0
315,AM Rahane,AT Rayudu,Yuvraj Singh,0.0
316,AM Rahane,Yuvraj Singh,FY Fazal,0.0
317,AM Rahane,Yuvraj Singh,V Shankar,0.0
318,AM Rahane,Yuvraj Singh,I Sharma,0.0
319,AM Rahane,RA Jadeja,Yuvraj Singh,56.0
320,AM Rahane,Yuvraj Singh,AR Patel,0.0
321,AM Rahane,Yuvraj Singh,S Dube,0.0
322,V Kohli,AM Rahane,Gurkeerat Singh,144.0
323,AM Rahane,SS Iyer,Gurkeerat Singh,0.0
324,AM Rahane,R Ashwin,Gurkeerat Singh,0.0
325,AM Rahane,Gurkeerat Singh,J Yadav,0.0
326,AM Rahane,YS Chahal,Gurkeerat Singh,0.0
327,AM Rahane,KK Nair,Gurkeerat Singh,0.0
328,AM Rahane,Gurkeerat Singh,MK Tiwary,0.0
329,AM Rahane,Gurkeerat Singh,MK Pandey,0.0
330,AM Rahane,Gurkeerat Singh,Mohammed Siraj,0.0
331,AM Rahane,Gurkeerat Singh,KM Jadhav,0.0
332,AM Rahane,Gurkeerat Singh,UT Yadav,33.5
333,AM Rahane,Kuldeep Yadav,Gurkeerat Singh,0.0
334,AM Rahane,RG Sharma,Gurkeerat Singh,56.0
335,AM Rahane,STR Binny,Gurkeerat Singh,0.0
336,AM Rahane,Gurkeerat Singh,BB Sran,58.0
337,AM Rahane,SN Thakur,Gurkeerat Singh,0.0
338,AM Rahane,S Kaul,Gurkeerat Singh,0.0
339,AM Rahane,NA Saini,Gurkeerat Singh,0.0
340,KL Rahul,AM Rahane,Gurkeerat Singh,0.0
341,AM Rahane,PP Shaw,Gurkeerat Singh,0.0
342,AM Rahane,A Mishra,Gurkeerat Singh,0.0
343,AM Rahane,R Dhawan,Gurkeerat Singh,38.5
344,KD Karthik,AM Rahane,Gurkeerat Singh,0.0
345,AM Rahane,JJ Bumrah,Gurkeerat Singh,0.0
346,AM Rahane,Mohammed Shami,Gurkeerat Singh,0.0
347,AM Rahane,MM Sharma,Gurkeerat Singh,0.0
348,AM Rahane,Washington Sundar,Gurkeerat Singh,0.0
349,AM Rahane,RR Pant,Gurkeerat Singh,0.0
350,AM Rahane,DS Kulkarni,Gurkeerat Singh,0.0
351,AM Rahane,HH Pandya,Gurkeerat Singh,0.0
352,AM Rahane,Harbhajan Singh,Gurkeerat Singh,0.0
353,AM Rahane,Gurkeerat Singh,DL Chahar,0.0
354,AM Rahane,KK Ahmed,Gurkeerat Singh,0.0
355,AM Rahane,Shubman Gill,Gurkeerat Singh,0.0
356,AM Rahane,MS Dhoni,Gurkeerat Singh,44.0
357,AM Rahane,AT Rayudu,Gurkeerat Singh,0.0
358,AM Rahane,Gurkeerat Singh,FY Fazal,0.0
359,AM Rahane,Gurkeerat Singh,V Shankar,0.0
360,AM Rahane,Gurkeerat Singh,I Sharma,32.5
361,AM Rahane,RA Jadeja,Gurkeerat Singh,47.5
362,AM Rahane,Gurkeerat Singh,AR Patel,0.0
363,AM Rahane,Gurkeerat Singh,S Dube,0.0
364,V Kohli,AM Rahane,SS Iyer,112.66666666666667
365,V Kohli,AM Rahane,R Ashwin,79.73333333333333
366,V Kohli,AM Rahane,J Yadav,86.0
367,V Kohli,AM Rahane,YS Chahal,103.45454545454545
368,V Kohli,AM Rahane,KK Nair,0.0
369,V Kohli,AM Rahane,MK Tiwary,0.0
370,V Kohli,AM Rahane,MK Pandey,113.84615384615384
371,V Kohli,AM Rahane,Mohammed Siraj,0.0
372,V Kohli,AM Rahane,KM Jadhav,128.1578947368421
373,V Kohli,AM Rahane,UT Yadav,88.15384615384616
374,V Kohli,AM Rahane,Kuldeep Yadav,110.2
375,V Kohli,AM Rahane,RG Sharma,140.88571428571427
376,V Kohli,AM Rahane,STR Binny,80.66666666666667
377,V Kohli,AM Rahane,BB Sran,135.33333333333334
378,V Kohli,AM Rahane,SN Thakur,139.0
379,V Kohli,AM Rahane,S Kaul,0.0
380,V Kohli,AM Rahane,NA Saini,0.0
381,V Kohli,AM Rahane,KL Rahul,67.0
382,V Kohli,AM Rahane,PP Shaw,0.0
383,V Kohli,AM Rahane,A Mishra,105.44444444444444
384,V Kohli,AM Rahane,R Dhawan,143.5
385,V Kohli,AM Rahane,KD Karthik,132.5
386,V Kohli,AM Rahane,JJ Bumrah,101.75
387,V Kohli,AM Rahane,Mohammed Shami,73.0
388,V Kohli,AM Rahane,MM Sharma,77.6923076923077
389,V Kohli,AM Rahane,Washington Sundar,0.0
390,V Kohli,AM Rahane,RR Pant,0.0
391,V Kohli,AM Rahane,DS Kulkarni,127.0
392,V Kohli,AM Rahane,HH Pandya,122.65
393,V Kohli,AM Rahane,Harbhajan Singh,115.75
394,V Kohli,AM Rahane,DL Chahar,0.0
395,V Kohli,AM Rahane,KK Ahmed,0.0
396,V Kohli,AM Rahane,Shubman Gill,0.0
397,V Kohli,AM Rahane,MS Dhoni,119.5952380952381
398,V Kohli,AM Rahane,AT Rayudu,76.5
399,V Kohli,AM Rahane,FY Fazal,0.0
400,V Kohli,AM Rahane,V Shankar,0.0
401,V Kohli,AM Rahane,I Sharma,141.0
402,V Kohli,AM Rahane,RA Jadeja,94.625
403,V Kohli,AM Rahane,AR Patel,96.92857142857143
404,V Kohli,AM Rahane,S Dube,0.0
405,R Ashwin,AM Rahane,SS Iyer,0.0
406,AM Rahane,SS Iyer,J Yadav,0.0
407,AM Rahane,SS Iyer,YS Chahal,32.666666666666664
408,AM Rahane,SS Iyer,KK Nair,0.0
409,AM Rahane,SS Iyer,MK Tiwary,0.0
410,AM Rahane,SS Iyer,MK Pandey,0.0
411,AM Rahane,SS Iyer,Mohammed Siraj,0.0
412,AM Rahane,SS Iyer,KM Jadhav,0.0
413,AM Rahane,SS Iyer,UT Yadav,0.0
414,AM Rahane,Kuldeep Yadav,SS Iyer,33.333333333333336
415,AM Rahane,SS Iyer,RG Sharma,77.66666666666667
416,AM Rahane,SS Iyer,STR Binny,0.0
417,AM Rahane,SS Iyer,BB Sran,0.0
418,AM Rahane,SS Iyer,SN Thakur,34.0
419,AM Rahane,S Kaul,SS Iyer,0.0
420,AM Rahane,SS Iyer,NA Saini,0.0
421,KL Rahul,AM Rahane,SS Iyer,0.0
422,AM Rahane,SS Iyer,PP Shaw,0.0
423,AM Rahane,SS Iyer,A Mishra,0.0
424,AM Rahane,R Dhawan,SS Iyer,0.0
425,KD Karthik,AM Rahane,SS Iyer,0.0
426,AM Rahane,JJ Bumrah,SS Iyer,32.666666666666664
427,AM Rahane,Mohammed Shami,SS Iyer,0.0
428,AM Rahane,SS Iyer,MM Sharma,0.0
429,AM Rahane,Washington Sundar,SS Iyer,0.0
430,AM Rahane,SS Iyer,RR Pant,0.0
431,AM Rahane,SS Iyer,DS Kulkarni,0.0
432,AM Rahane,SS Iyer,HH Pandya,35.666666666666664
433,AM Rahane,SS Iyer,Harbhajan Singh,0.0
434,AM Rahane,SS Iyer,DL Chahar,0.0
435,AM Rahane,SS Iyer,KK Ahmed,0.0
436,AM Rahane,SS Iyer,Shubman Gill,0.0
437,AM Rahane,SS Iyer,MS Dhoni,51.0
438,AM Rahane,SS Iyer,AT Rayudu,0.0
439,AM Rahane,SS Iyer,FY Fazal,0.0
440,AM Rahane,SS Iyer,V Shankar,0.0
441,AM Rahane,SS Iyer,I Sharma,0.0
442,AM Rahane,RA Jadeja,SS Iyer,0.0
443,AM Rahane,SS Iyer,AR Patel,0.0
444,AM Rahane,SS Iyer,S Dube,0.0
445,AM Rahane,R Ashwin,J Yadav,0.0
446,AM Rahane,R Ashwin,YS Chahal,0.0
447,AM Rahane,R Ashwin,KK Nair,0.0
448,AM Rahane,R Ashwin,MK Tiwary,0.0
449,AM Rahane,R Ashwin,MK Pandey,48.0
450,AM Rahane,R Ashwin,Mohammed Siraj,0.0
451,AM Rahane,R Ashwin,KM Jadhav,106.66666666666667
452,AM Rahane,R Ashwin,UT Yadav,42.857142857142854
453,AM Rahane,Kuldeep Yadav,R Ashwin,87.5
454,AM Rahane,R Ashwin,RG Sharma,111.83333333333333
455,AM Rahane,R Ashwin,STR Binny,62.0
456,AM Rahane,R Ashwin,BB Sran,45.0
457,AM Rahane,R Ashwin,SN Thakur,0.0
458,AM Rahane,S Kaul,R Ashwin,0.0
459,AM Rahane,R Ashwin,NA Saini,0.0
460,KL Rahul,AM Rahane,R Ashwin,13.0
461,AM Rahane,R Ashwin,PP Shaw,0.0
462,AM Rahane,R Ashwin,A Mishra,60.0
463,AM Rahane,R Dhawan,R Ashwin,0.0
464,KD Karthik,AM Rahane,R Ashwin,0.0
465,AM Rahane,JJ Bumrah,R Ashwin,2.0
466,AM Rahane,Mohammed Shami,R Ashwin,34.25
467,AM Rahane,R Ashwin,MM Sharma,32.25
468,AM Rahane,Washington Sundar,R Ashwin,0.0
469,AM Rahane,R Ashwin,RR Pant,0.0
470,AM Rahane,R Ashwin,DS Kulkarni,0.0
471,AM Rahane,R Ashwin,HH Pandya,79.0
472,AM Rahane,R Ashwin,Harbhajan Singh,0.0
473,AM Rahane,R Ashwin,DL Chahar,0.0
474,AM Rahane,R Ashwin,KK Ahmed,0.0
475,AM Rahane,R Ashwin,Shubman Gill,0.0
476,AM Rahane,R Ashwin,MS Dhoni,69.13333333333334
477,AM Rahane,R Ashwin,AT Rayudu,0.0
478,AM Rahane,R Ashwin,FY Fazal,0.0
479,AM Rahane,R Ashwin,V Shankar,0.0
480,AM Rahane,R Ashwin,I Sharma,90.0
481,AM Rahane,RA Jadeja,R Ashwin,41.18181818181818
482,AM Rahane,R Ashwin,AR Patel,26.0
483,AM Rahane,R Ashwin,S Dube,0.0
484,AM Rahane,YS Chahal,J Yadav,0.0
485,AM Rahane,KK Nair,J Yadav,0.0
486,AM Rahane,MK Tiwary,J Yadav,0.0
487,AM Rahane,MK Pandey,J Yadav,21.0
488,AM Rahane,Mohammed Siraj,J Yadav,0.0
489,AM Rahane,KM Jadhav,J Yadav,60.0
490,AM Rahane,UT Yadav,J Yadav,21.0
491,AM Rahane,Kuldeep Yadav,J Yadav,0.0
492,AM Rahane,RG Sharma,J Yadav,91.0
