,player-1,player-2,combined_avg,sum_of_individual
171,HH Pandya,Shubman Gill,38.5,26.06
172,Shubman Gill,V Shankar,52.0,26.58
173,STR Binny,DS Kulkarni,39.666666666666664,30.52
174,UT Yadav,DS Kulkarni,16.0,4.41
175,AR Patel,DS Kulkarni,9.75,8.42
176,RA Jadeja,DS Kulkarni,21.0,14.5
177,Mohammed Shami,MS Dhoni,34.03703703703704,29.009999999999998
178,STR Binny,MS Dhoni,55.25,54.2
179,Harbhajan Singh,MS Dhoni,55.75,33.769999999999996
180,UT Yadav,MS Dhoni,31.294117647058822,28.09
181,AR Patel,MS Dhoni,36.56,32.1
182,V Kohli,MS Dhoni,86.36144578313252,83.08
183,V Shankar,MS Dhoni,48.7,45.64
184,MM Sharma,MS Dhoni,35.23076923076923,28.349999999999998
185,RR Pant,Mohammed Shami,27.8,27.45
186,JJ Bumrah,Mohammed Shami,2.3333333333333335,2.25
187,B Kumar,Mohammed Shami,7.769230769230769,7.26
188,HH Pandya,Mohammed Shami,23.77777777777778,20.009999999999998
189,SS Iyer,Mohammed Shami,48.666666666666664,45.95
190,MM Sharma,Mohammed Shami,5.0,3.24
191,R Dhawan,V Kohli,81.0,60.02
192,R Dhawan,B Kumar,11.0,9.309999999999999
193,Washington Sundar,RG Sharma,208.0,56.16
194,Washington Sundar,SS Iyer,88.0,44.0
195,JJ Bumrah,NA Saini,13.25,10.9
196,NA Saini,RG Sharma,74.66666666666667,66.75999999999999
197,NA Saini,RA Jadeja,35.0,21.72
198,STR Binny,Harbhajan Singh,41.666666666666664,33.85
199,STR Binny,AR Patel,33.666666666666664,32.18
200,STR Binny,RG Sharma,99.0,83.3
201,STR Binny,B Kumar,34.4,32.45
202,UT Yadav,Harbhajan Singh,26.0,7.74
203,AR Patel,Harbhajan Singh,12.428571428571429,11.75
204,V Kohli,Harbhajan Singh,69.0,62.730000000000004
205,MM Sharma,Harbhajan Singh,8.4,8.0
206,JJ Bumrah,RR Pant,28.375,25.8
207,RR Pant,RG Sharma,91.0,81.66
208,HH Pandya,RR Pant,50.0,43.56
209,RR Pant,SS Iyer,72.5,69.5
210,RA Jadeja,RR Pant,39.5,36.62
211,JJ Bumrah,UT Yadav,2.25,1.33
212,JJ Bumrah,RG Sharma,57.74545454545454,56.459999999999994
213,JJ Bumrah,V Kohli,60.370370370370374,56.32
214,JJ Bumrah,B Kumar,6.585365853658536,5.609999999999999
215,HH Pandya,JJ Bumrah,19.317073170731707,18.36
216,JJ Bumrah,V Shankar,23.25,18.88
217,JJ Bumrah,RA Jadeja,12.153846153846153,11.42
218,AR Patel,UT Yadav,13.8,6.07
219,UT Yadav,RG Sharma,64.03571428571429,57.19
220,KK Ahmed,RG Sharma,70.125,57.16
221,V Kohli,KK Ahmed,76.57142857142857,57.02
222,KK Ahmed,B Kumar,7.0,6.31
223,KK Ahmed,SS Iyer,68.0,45.0
224,MM Sharma,AR Patel,7.5,6.33
225,S Kaul,RG Sharma,76.5,56.66
226,V Kohli,RG Sharma,114.2235294117647,112.18
227,B Kumar,RG Sharma,64.86666666666666,61.47
228,I Sharma,RG Sharma,67.5,56.16
229,RA Jadeja,RG Sharma,71.47619047619048,67.28
230,V Kohli,S Kaul,60.5,56.52
231,HH Pandya,V Kohli,79.59574468085107,74.08
232,V Kohli,V Shankar,76.18181818181819,74.6
233,V Kohli,SS Iyer,100.5,100.02000000000001
234,V Kohli,I Sharma,72.5,56.02
235,B Kumar,SS Iyer,53.0,49.31
236,MM Sharma,B Kumar,8.5,6.6
237,HH Pandya,V Shankar,56.75,36.64
238,HH Pandya,RA Jadeja,35.083333333333336,29.18
239,RA Jadeja,SS Iyer,65.63636363636364,55.12
240,MM Sharma,RA Jadeja,12.444444444444445,12.41
