,player-1,player-2,player-3,avg
398,N Pooran,JD Campbell,SP Narine,0.0
399,N Pooran,R Rampaul,SP Narine,0.0
400,N Pooran,DM Bravo,SP Narine,0.0
401,N Pooran,KAJ Roach,SP Narine,0.0
402,N Pooran,SP Narine,KA Hope,0.0
403,N Pooran,E Lewis,SP Narine,0.0
404,N Pooran,NO Miller,KOK Williams,0.0
405,N Pooran,KOA Powell,NO Miller,0.0
406,N Pooran,CR Brathwaite,NO Miller,0.0
407,N Pooran,NO Miller,CH Gayle,0.0
408,N Pooran,AD Russell,NO Miller,0.0
409,N Pooran,LMP Simmons,NO Miller,0.0
410,N Pooran,SO Hetmyer,NO Miller,0.0
411,N Pooran,NO Miller,V Permaul,0.0
412,N Pooran,J Charles,NO Miller,0.0
413,N Pooran,N Deonarine,NO Miller,0.0
414,N Pooran,NO Miller,RA Reifer,0.0
415,N Pooran,JE Taylor,NO Miller,0.0
416,N Pooran,SS Cottrell,NO Miller,0.0
417,N Pooran,SW Ambris,NO Miller,0.0
418,N Pooran,D Ramdin,NO Miller,0.0
419,N Pooran,NO Miller,JL Carter,0.0
420,N Pooran,LR Johnson,NO Miller,0.0
421,N Pooran,ADS Fletcher,NO Miller,0.0
422,N Pooran,R Shepherd,NO Miller,0.0
423,N Pooran,NO Miller,DJG Sammy,0.0
424,N Pooran,NO Miller,SO Dowrich,0.0
425,N Pooran,NO Miller,ML Cummins,0.0
426,N Pooran,NO Miller,R Powell,0.0
427,N Pooran,SD Hope,NO Miller,0.0
428,N Pooran,J Blackwood,NO Miller,0.0
429,N Pooran,KMA Paul,NO Miller,0.0
430,N Pooran,NO Miller,BA King,0.0
431,N Pooran,NO Miller,DR Smith,0.0
432,N Pooran,SJ Benn,NO Miller,0.0
433,N Pooran,KC Brathwaite,NO Miller,0.0
434,N Pooran,AR Nurse,NO Miller,0.0
435,N Pooran,OC McCoy,NO Miller,0.0
436,N Pooran,D Bishoo,NO Miller,0.0
437,N Pooran,CAK Walton,NO Miller,0.0
438,N Pooran,K Pierre,NO Miller,0.0
439,N Pooran,NO Miller,HR Walsh,0.0
440,N Pooran,NO Miller,RR Beaton,0.0
441,N Pooran,NO Miller,FA Allen,0.0
442,N Pooran,ST Gabriel,NO Miller,0.0
